"datazone","year","type","count"
"S01001062",2001,"wales",1
"S01001062",2001,"northern_ireland",14
"S01001062",2001,"rep_ireland",0
"S01001062",2001,"other_eu",1
"S01001062",2001,"elsewhere",11
"S01001063",2001,"all_people",891
"S01001063",2001,"england",117
"S01001063",2001,"scotland",741
"S01001063",2001,"wales",7
"S01001063",2001,"northern_ireland",5
"S01001063",2001,"rep_ireland",4
"S01001063",2001,"other_eu",5
"S01001063",2001,"elsewhere",12
"S01001064",2001,"all_people",773
"S01001064",2001,"england",151
"S01001064",2001,"scotland",593
"S01001064",2001,"wales",4
"S01001064",2001,"northern_ireland",5
"S01001064",2001,"rep_ireland",0
"S01001064",2001,"other_eu",4
"S01001064",2001,"elsewhere",16
"S01001065",2001,"all_people",922
"S01001065",2001,"england",156
"S01001065",2001,"scotland",736
"S01001065",2001,"wales",2
"S01001065",2001,"northern_ireland",2
"S01001065",2001,"rep_ireland",1
"S01001065",2001,"other_eu",5
"S01001065",2001,"elsewhere",20
"S01001066",2001,"all_people",732
"S01001066",2001,"england",153
"S01001066",2001,"scotland",539
"S01001066",2001,"wales",4
"S01001066",2001,"northern_ireland",11
"S01001066",2001,"rep_ireland",2
"S01001066",2001,"other_eu",6
"S01001066",2001,"elsewhere",17
"S01001067",2001,"all_people",777
"S01001067",2001,"england",244
"S01001067",2001,"scotland",493
"S01001067",2001,"wales",4
"S01001067",2001,"northern_ireland",7
"S01001067",2001,"rep_ireland",3
"S01001067",2001,"other_eu",11
"S01001067",2001,"elsewhere",15
"S01001068",2001,"all_people",857
"S01001068",2001,"england",290
"S01001068",2001,"scotland",514
"S01001068",2001,"wales",3
"S01001068",2001,"northern_ireland",4
"S01001068",2001,"rep_ireland",4
"S01001068",2001,"other_eu",22
"S01001068",2001,"elsewhere",20
"S01001069",2001,"all_people",871
"S01001069",2001,"england",138
"S01001069",2001,"scotland",697
"S01001069",2001,"wales",3
"S01001069",2001,"northern_ireland",4
"S01001069",2001,"rep_ireland",5
"S01001069",2001,"other_eu",7
"S01001069",2001,"elsewhere",17
"S01001070",2001,"all_people",973
"S01001070",2001,"england",250
"S01001070",2001,"scotland",622
"S01001070",2001,"wales",3
"S01001070",2001,"northern_ireland",7
"S01001070",2001,"rep_ireland",3
"S01001070",2001,"other_eu",54
"S01001070",2001,"elsewhere",34
"S01001071",2001,"all_people",667
"S01001071",2001,"england",115
"S01001071",2001,"scotland",525
"S01001071",2001,"wales",0
"S01001071",2001,"northern_ireland",8
"S01001071",2001,"rep_ireland",3
"S01001071",2001,"other_eu",5
"S01001071",2001,"elsewhere",11
"S01001072",2001,"all_people",761
"S01001072",2001,"england",199
"S01001072",2001,"scotland",523
"S01001072",2001,"wales",6
"S01001072",2001,"northern_ireland",8
"S01001072",2001,"rep_ireland",3
"S01001072",2001,"other_eu",6
"S01001072",2001,"elsewhere",16
"S01001073",2001,"all_people",1324
"S01001073",2001,"england",263
"S01001073",2001,"scotland",1020
"S01001073",2001,"wales",6
"S01001073",2001,"northern_ireland",2
"S01001073",2001,"rep_ireland",4
"S01001073",2001,"other_eu",8
"S01001073",2001,"elsewhere",21
"S01001074",2001,"all_people",511
"S01001074",2001,"england",177
"S01001074",2001,"scotland",304
"S01001074",2001,"wales",5
"S01001074",2001,"northern_ireland",5
"S01001074",2001,"rep_ireland",1
"S01001074",2001,"other_eu",4
"S01001074",2001,"elsewhere",15
"S01001075",2001,"all_people",847
"S01001075",2001,"england",82
"S01001075",2001,"scotland",743
"S01001075",2001,"wales",2
"S01001075",2001,"northern_ireland",7
"S01001075",2001,"rep_ireland",0
"S01001075",2001,"other_eu",2
"S01001075",2001,"elsewhere",11
"S01001076",2001,"all_people",932
"S01001076",2001,"england",181
"S01001076",2001,"scotland",701
"S01001076",2001,"wales",6
"S01001076",2001,"northern_ireland",18
"S01001076",2001,"rep_ireland",1
"S01001076",2001,"other_eu",3
"S01001076",2001,"elsewhere",22
"S01001077",2001,"all_people",869
"S01001077",2001,"england",136
"S01001077",2001,"scotland",708
"S01001077",2001,"wales",2
"S01001077",2001,"northern_ireland",5
"S01001077",2001,"rep_ireland",1
"S01001077",2001,"other_eu",5
"S01001077",2001,"elsewhere",12
"S01001078",2001,"all_people",946
"S01001078",2001,"england",221
"S01001078",2001,"scotland",692
"S01001078",2001,"wales",6
"S01001078",2001,"northern_ireland",4
"S01001078",2001,"rep_ireland",2
"S01001078",2001,"other_eu",5
"S01001078",2001,"elsewhere",16
"S01001079",2001,"all_people",679
"S01001079",2001,"england",138
"S01001079",2001,"scotland",517
"S01001079",2001,"wales",0
"S01001079",2001,"northern_ireland",2
"S01001079",2001,"rep_ireland",10
"S01001079",2001,"other_eu",0
"S01001079",2001,"elsewhere",12
"S01001080",2001,"all_people",600
"S01001080",2001,"england",87
"S01001080",2001,"scotland",494
"S01001080",2001,"wales",2
"S01001080",2001,"northern_ireland",4
"S01001080",2001,"rep_ireland",4
"S01001080",2001,"other_eu",5
"S01001080",2001,"elsewhere",4
"S01001081",2001,"all_people",788
"S01001081",2001,"england",244
"S01001081",2001,"scotland",461
"S01001081",2001,"wales",12
"S01001081",2001,"northern_ireland",10
"S01001081",2001,"rep_ireland",5
"S01001081",2001,"other_eu",23
"S01001081",2001,"elsewhere",33
"S01001082",2001,"all_people",883
"S01001082",2001,"england",216
"S01001082",2001,"scotland",641
"S01001082",2001,"wales",3
"S01001082",2001,"northern_ireland",1
"S01001082",2001,"rep_ireland",2
"S01001082",2001,"other_eu",6
"S01001082",2001,"elsewhere",14
"S01001083",2001,"all_people",798
"S01001083",2001,"england",87
"S01001083",2001,"scotland",699
"S01001083",2001,"wales",1
"S01001083",2001,"northern_ireland",1
"S01001083",2001,"rep_ireland",2
"S01001083",2001,"other_eu",3
"S01001083",2001,"elsewhere",5
"S01001084",2001,"all_people",894
"S01001084",2001,"england",220
"S01001084",2001,"scotland",631
"S01001084",2001,"wales",9
"S01001084",2001,"northern_ireland",6
"S01001084",2001,"rep_ireland",2
"S01001084",2001,"other_eu",7
"S01001084",2001,"elsewhere",19
"S01001085",2001,"all_people",873
"S01001085",2001,"england",37
"S01001085",2001,"scotland",822
"S01001085",2001,"wales",0
"S01001085",2001,"northern_ireland",7
"S01001085",2001,"rep_ireland",0
"S01001085",2001,"other_eu",4
"S01001085",2001,"elsewhere",3
"S01001086",2001,"all_people",743
"S01001086",2001,"england",39
"S01001086",2001,"scotland",692
"S01001086",2001,"wales",2
"S01001086",2001,"northern_ireland",2
"S01001086",2001,"rep_ireland",1
"S01001086",2001,"other_eu",3
"S01001086",2001,"elsewhere",4
"S01001087",2001,"all_people",524
"S01001087",2001,"england",18
"S01001087",2001,"scotland",499
"S01001087",2001,"wales",0
"S01001087",2001,"northern_ireland",2
"S01001087",2001,"rep_ireland",2
"S01001087",2001,"other_eu",1
"S01001087",2001,"elsewhere",2
"S01001088",2001,"all_people",984
"S01001088",2001,"england",87
"S01001088",2001,"scotland",874
"S01001088",2001,"wales",5
"S01001088",2001,"northern_ireland",6
"S01001088",2001,"rep_ireland",1
"S01001088",2001,"other_eu",4
"S01001088",2001,"elsewhere",7
"S01001089",2001,"all_people",1261
"S01001089",2001,"england",196
"S01001089",2001,"scotland",1028
"S01001089",2001,"wales",3
"S01001089",2001,"northern_ireland",12
"S01001089",2001,"rep_ireland",3
"S01001089",2001,"other_eu",2
"S01001089",2001,"elsewhere",17
"S01001090",2001,"all_people",1124
"S01001090",2001,"england",178
"S01001090",2001,"scotland",764
"S01001090",2001,"wales",13
"S01001090",2001,"northern_ireland",52
"S01001090",2001,"rep_ireland",14
"S01001090",2001,"other_eu",32
"S01001090",2001,"elsewhere",71
"S01001091",2001,"all_people",662
"S01001091",2001,"england",95
"S01001091",2001,"scotland",429
"S01001091",2001,"wales",11
"S01001091",2001,"northern_ireland",41
"S01001091",2001,"rep_ireland",10
"S01001091",2001,"other_eu",28
"S01001091",2001,"elsewhere",48
"S01001092",2001,"all_people",1263
"S01001092",2001,"england",197
"S01001092",2001,"scotland",766
"S01001092",2001,"wales",4
"S01001092",2001,"northern_ireland",124
"S01001092",2001,"rep_ireland",23
"S01001092",2001,"other_eu",33
"S01001092",2001,"elsewhere",116
"S01001093",2001,"all_people",1530
"S01001093",2001,"england",235
"S01001093",2001,"scotland",930
"S01001093",2001,"wales",4
"S01001093",2001,"northern_ireland",104
"S01001093",2001,"rep_ireland",25
"S01001093",2001,"other_eu",55
"S01001093",2001,"elsewhere",177
"S01001094",2001,"all_people",953
"S01001094",2001,"england",104
"S01001094",2001,"scotland",742
"S01001094",2001,"wales",4
"S01001094",2001,"northern_ireland",6
"S01001094",2001,"rep_ireland",4
"S01001094",2001,"other_eu",13
"S01001094",2001,"elsewhere",80
"S01001095",2001,"all_people",1518
"S01001095",2001,"england",223
"S01001095",2001,"scotland",776
"S01001095",2001,"wales",11
"S01001095",2001,"northern_ireland",211
"S01001095",2001,"rep_ireland",20
"S01001095",2001,"other_eu",83
"S01001095",2001,"elsewhere",194
"S01001096",2001,"all_people",884
"S01001096",2001,"england",122
"S01001096",2001,"scotland",561
"S01001096",2001,"wales",3
"S01001096",2001,"northern_ireland",71
"S01001096",2001,"rep_ireland",14
"S01001096",2001,"other_eu",15
"S01001096",2001,"elsewhere",98
"S01001097",2001,"all_people",767
"S01001097",2001,"england",67
"S01001097",2001,"scotland",606
"S01001097",2001,"wales",3
"S01001097",2001,"northern_ireland",19
"S01001097",2001,"rep_ireland",3
"S01001097",2001,"other_eu",19
"S01001097",2001,"elsewhere",50
"S01001098",2001,"all_people",1206
"S01001098",2001,"england",196
"S01001098",2001,"scotland",815
"S01001098",2001,"wales",7
"S01001098",2001,"northern_ireland",29
"S01001098",2001,"rep_ireland",12
"S01001098",2001,"other_eu",33
"S01001098",2001,"elsewhere",114
"S01001099",2001,"all_people",1511
"S01001099",2001,"england",196
"S01001099",2001,"scotland",1047
"S01001099",2001,"wales",2
"S01001099",2001,"northern_ireland",81
"S01001099",2001,"rep_ireland",19
"S01001099",2001,"other_eu",58
"S01001099",2001,"elsewhere",108
"S01001100",2001,"all_people",1145
"S01001100",2001,"england",87
"S01001100",2001,"scotland",887
"S01001100",2001,"wales",2
"S01001100",2001,"northern_ireland",46
"S01001100",2001,"rep_ireland",6
"S01001100",2001,"other_eu",39
"S01001100",2001,"elsewhere",78
"S01001101",2001,"all_people",1527
"S01001101",2001,"england",241
"S01001101",2001,"scotland",879
"S01001101",2001,"wales",8
"S01001101",2001,"northern_ireland",155
"S01001101",2001,"rep_ireland",38
"S01001101",2001,"other_eu",91
"S01001101",2001,"elsewhere",115
"S01001102",2001,"all_people",265
"S01001102",2001,"england",21
"S01001102",2001,"scotland",211
"S01001102",2001,"wales",1
"S01001102",2001,"northern_ireland",12
"S01001102",2001,"rep_ireland",4
"S01001102",2001,"other_eu",3
"S01001102",2001,"elsewhere",13
"S01001103",2001,"all_people",854
"S01001103",2001,"england",106
"S01001103",2001,"scotland",498
"S01001103",2001,"wales",9
"S01001103",2001,"northern_ireland",22
"S01001103",2001,"rep_ireland",3
"S01001103",2001,"other_eu",23
"S01001103",2001,"elsewhere",193
"S01001104",2001,"all_people",702
"S01001104",2001,"england",55
"S01001104",2001,"scotland",530
"S01001104",2001,"wales",0
"S01001104",2001,"northern_ireland",26
"S01001104",2001,"rep_ireland",6
"S01001104",2001,"other_eu",14
"S01001104",2001,"elsewhere",71
"S01001105",2001,"all_people",923
"S01001105",2001,"england",63
"S01001105",2001,"scotland",796
"S01001105",2001,"wales",3
"S01001105",2001,"northern_ireland",5
"S01001105",2001,"rep_ireland",4
"S01001105",2001,"other_eu",9
"S01001105",2001,"elsewhere",43
"S01001106",2001,"all_people",866
"S01001106",2001,"england",76
"S01001106",2001,"scotland",729
"S01001106",2001,"wales",1
"S01001106",2001,"northern_ireland",7
"S01001106",2001,"rep_ireland",3
"S01001106",2001,"other_eu",5
"S01001106",2001,"elsewhere",45
"S01001107",2001,"all_people",987
"S01001107",2001,"england",70
"S01001107",2001,"scotland",833
"S01001107",2001,"wales",3
"S01001107",2001,"northern_ireland",20
"S01001107",2001,"rep_ireland",6
"S01001107",2001,"other_eu",14
"S01001107",2001,"elsewhere",41
"S01001108",2001,"all_people",1859
"S01001108",2001,"england",218
"S01001108",2001,"scotland",1165
"S01001108",2001,"wales",21
"S01001108",2001,"northern_ireland",219
"S01001108",2001,"rep_ireland",80
"S01001108",2001,"other_eu",22
"S01001108",2001,"elsewhere",134
"S01001109",2001,"all_people",1403
"S01001109",2001,"england",116
"S01001109",2001,"scotland",1039
"S01001109",2001,"wales",3
"S01001109",2001,"northern_ireland",61
"S01001109",2001,"rep_ireland",23
"S01001109",2001,"other_eu",48
"S01001109",2001,"elsewhere",113
"S01001110",2001,"all_people",820
"S01001110",2001,"england",63
"S01001110",2001,"scotland",633
"S01001110",2001,"wales",2
"S01001110",2001,"northern_ireland",28
"S01001110",2001,"rep_ireland",10
"S01001110",2001,"other_eu",22
"S01001110",2001,"elsewhere",62
"S01001111",2001,"all_people",1708
"S01001111",2001,"england",145
"S01001111",2001,"scotland",1373
"S01001111",2001,"wales",6
"S01001111",2001,"northern_ireland",48
"S01001111",2001,"rep_ireland",17
"S01001111",2001,"other_eu",22
"S01001111",2001,"elsewhere",97
"S01001112",2001,"all_people",982
"S01001112",2001,"england",112
"S01001112",2001,"scotland",826
"S01001112",2001,"wales",1
"S01001112",2001,"northern_ireland",1
"S01001112",2001,"rep_ireland",4
"S01001112",2001,"other_eu",7
"S01001112",2001,"elsewhere",31
"S01001113",2001,"all_people",1073
"S01001113",2001,"england",84
"S01001113",2001,"scotland",793
"S01001113",2001,"wales",4
"S01001113",2001,"northern_ireland",56
"S01001113",2001,"rep_ireland",21
"S01001113",2001,"other_eu",48
"S01001113",2001,"elsewhere",67
"S01001114",2001,"all_people",1025
"S01001114",2001,"england",58
"S01001114",2001,"scotland",850
"S01001114",2001,"wales",5
"S01001114",2001,"northern_ireland",22
"S01001114",2001,"rep_ireland",15
"S01001114",2001,"other_eu",12
"S01001114",2001,"elsewhere",63
"S01001115",2001,"all_people",1140
"S01001115",2001,"england",45
"S01001115",2001,"scotland",1022
"S01001115",2001,"wales",4
"S01001115",2001,"northern_ireland",8
"S01001115",2001,"rep_ireland",8
"S01001115",2001,"other_eu",7
"S01001115",2001,"elsewhere",46
"S01001116",2001,"all_people",511
"S01001116",2001,"england",12
"S01001116",2001,"scotland",489
"S01001116",2001,"wales",0
"S01001116",2001,"northern_ireland",5
"S01001116",2001,"rep_ireland",0
"S01001116",2001,"other_eu",1
"S01001116",2001,"elsewhere",4
"S01001117",2001,"all_people",666
"S01001117",2001,"england",30
"S01001117",2001,"scotland",597
"S01001117",2001,"wales",0
"S01001117",2001,"northern_ireland",9
"S01001117",2001,"rep_ireland",3
"S01001117",2001,"other_eu",10
"S01001117",2001,"elsewhere",17
"S01001118",2001,"all_people",633
"S01001118",2001,"england",34
"S01001118",2001,"scotland",573
"S01001118",2001,"wales",1
"S01001118",2001,"northern_ireland",2
"S01001118",2001,"rep_ireland",2
"S01001118",2001,"other_eu",2
"S01001118",2001,"elsewhere",19
"S01001119",2001,"all_people",1067
"S01001119",2001,"england",74
"S01001119",2001,"scotland",943
"S01001119",2001,"wales",2
"S01001119",2001,"northern_ireland",13
"S01001119",2001,"rep_ireland",5
"S01001119",2001,"other_eu",12
"S01001119",2001,"elsewhere",18
"S01001120",2001,"all_people",655
"S01001120",2001,"england",52
"S01001120",2001,"scotland",563
"S01001120",2001,"wales",4
"S01001120",2001,"northern_ireland",4
"S01001120",2001,"rep_ireland",4
"S01001120",2001,"other_eu",11
"S01001120",2001,"elsewhere",17
"S01001121",2001,"all_people",783
"S01001121",2001,"england",31
"S01001121",2001,"scotland",706
"S01001121",2001,"wales",2
"S01001121",2001,"northern_ireland",10
"S01001121",2001,"rep_ireland",2
"S01001121",2001,"other_eu",3
"S01001121",2001,"elsewhere",29
"S01001122",2001,"all_people",613
"S01001122",2001,"england",66
"S01001122",2001,"scotland",494
"S01001122",2001,"wales",4
"S01001122",2001,"northern_ireland",21
"S01001122",2001,"rep_ireland",6
"S01001122",2001,"other_eu",9
"S01001122",2001,"elsewhere",13
"S01001123",2001,"all_people",1064
"S01001123",2001,"england",91
"S01001123",2001,"scotland",882
"S01001123",2001,"wales",7
"S01001123",2001,"northern_ireland",14
"S01001123",2001,"rep_ireland",8
"S01001123",2001,"other_eu",23
"S01001123",2001,"elsewhere",39
"S01001124",2001,"all_people",641
"S01001124",2001,"england",30
"S01001124",2001,"scotland",588
"S01001124",2001,"wales",0
"S01001124",2001,"northern_ireland",6
"S01001124",2001,"rep_ireland",1
"S01001124",2001,"other_eu",5
"S01001124",2001,"elsewhere",11
"S01001125",2001,"all_people",402
"S01001125",2001,"england",10
"S01001125",2001,"scotland",359
"S01001125",2001,"wales",5
"S01001125",2001,"northern_ireland",1
"S01001125",2001,"rep_ireland",0
"S01001125",2001,"other_eu",4
"S01001125",2001,"elsewhere",23
"S01001126",2001,"all_people",1078
"S01001126",2001,"england",79
"S01001126",2001,"scotland",922
"S01001126",2001,"wales",3
"S01001126",2001,"northern_ireland",28
"S01001126",2001,"rep_ireland",1
"S01001126",2001,"other_eu",10
"S01001126",2001,"elsewhere",35
"S01001127",2001,"all_people",978
"S01001127",2001,"england",59
"S01001127",2001,"scotland",831
"S01001127",2001,"wales",4
"S01001127",2001,"northern_ireland",22
"S01001127",2001,"rep_ireland",2
"S01001127",2001,"other_eu",8
"S01001127",2001,"elsewhere",52
"S01001128",2001,"all_people",973
"S01001128",2001,"england",31
"S01001128",2001,"scotland",873
"S01001128",2001,"wales",3
"S01001128",2001,"northern_ireland",3
"S01001128",2001,"rep_ireland",8
"S01001128",2001,"other_eu",5
"S01001128",2001,"elsewhere",50
"S01001129",2001,"all_people",961
"S01001129",2001,"england",37
"S01001129",2001,"scotland",886
"S01001129",2001,"wales",3
"S01001129",2001,"northern_ireland",7
"S01001129",2001,"rep_ireland",5
"S01001129",2001,"other_eu",8
"S01001129",2001,"elsewhere",15
"S01001130",2001,"all_people",836
"S01001130",2001,"england",38
"S01001130",2001,"scotland",774
"S01001130",2001,"wales",0
"S01001130",2001,"northern_ireland",3
"S01001130",2001,"rep_ireland",1
"S01001130",2001,"other_eu",8
"S01001130",2001,"elsewhere",12
"S01001131",2001,"all_people",533
"S01001131",2001,"england",31
"S01001131",2001,"scotland",448
"S01001131",2001,"wales",1
"S01001131",2001,"northern_ireland",5
"S01001131",2001,"rep_ireland",4
"S01001131",2001,"other_eu",0
"S01001131",2001,"elsewhere",44
"S01001132",2001,"all_people",735
"S01001132",2001,"england",35
"S01001132",2001,"scotland",673
"S01001132",2001,"wales",0
"S01001132",2001,"northern_ireland",3
"S01001132",2001,"rep_ireland",2
"S01001132",2001,"other_eu",5
"S01001132",2001,"elsewhere",17
"S01001133",2001,"all_people",1040
"S01001133",2001,"england",48
"S01001133",2001,"scotland",936
"S01001133",2001,"wales",3
"S01001133",2001,"northern_ireland",1
"S01001133",2001,"rep_ireland",5
"S01001133",2001,"other_eu",3
"S01001133",2001,"elsewhere",44
"S01001134",2001,"all_people",990
"S01001134",2001,"england",115
"S01001134",2001,"scotland",805
"S01001134",2001,"wales",3
"S01001134",2001,"northern_ireland",5
"S01001134",2001,"rep_ireland",5
"S01001134",2001,"other_eu",10
"S01001134",2001,"elsewhere",47
"S01001135",2001,"all_people",403
"S01001135",2001,"england",17
"S01001135",2001,"scotland",359
"S01001135",2001,"wales",0
"S01001135",2001,"northern_ireland",5
"S01001135",2001,"rep_ireland",0
"S01001135",2001,"other_eu",6
"S01001135",2001,"elsewhere",16
"S01001136",2001,"all_people",1089
"S01001136",2001,"england",47
"S01001136",2001,"scotland",952
"S01001136",2001,"wales",2
"S01001136",2001,"northern_ireland",21
"S01001136",2001,"rep_ireland",5
"S01001136",2001,"other_eu",15
"S01001136",2001,"elsewhere",47
"S01001137",2001,"all_people",1039
"S01001137",2001,"england",55
"S01001137",2001,"scotland",912
"S01001137",2001,"wales",2
"S01001137",2001,"northern_ireland",9
"S01001137",2001,"rep_ireland",2
"S01001137",2001,"other_eu",16
"S01001137",2001,"elsewhere",43
"S01001138",2001,"all_people",1426
"S01001138",2001,"england",99
"S01001138",2001,"scotland",1224
"S01001138",2001,"wales",5
"S01001138",2001,"northern_ireland",28
"S01001138",2001,"rep_ireland",7
"S01001138",2001,"other_eu",13
"S01001138",2001,"elsewhere",50
"S01001139",2001,"all_people",910
"S01001139",2001,"england",33
"S01001139",2001,"scotland",854
"S01001139",2001,"wales",3
"S01001139",2001,"northern_ireland",0
"S01001139",2001,"rep_ireland",2
"S01001139",2001,"other_eu",5
"S01001139",2001,"elsewhere",13
"S01001140",2001,"all_people",1024
"S01001140",2001,"england",52
"S01001140",2001,"scotland",932
"S01001140",2001,"wales",0
"S01001140",2001,"northern_ireland",7
"S01001140",2001,"rep_ireland",12
"S01001140",2001,"other_eu",8
"S01001140",2001,"elsewhere",13
"S01001141",2001,"all_people",577
"S01001141",2001,"england",38
"S01001141",2001,"scotland",495
"S01001141",2001,"wales",0
"S01001141",2001,"northern_ireland",4
"S01001141",2001,"rep_ireland",0
"S01001141",2001,"other_eu",4
"S01001141",2001,"elsewhere",36
"S01001142",2001,"all_people",1105
"S01001142",2001,"england",119
"S01001142",2001,"scotland",931
"S01001142",2001,"wales",7
"S01001142",2001,"northern_ireland",5
"S01001142",2001,"rep_ireland",8
"S01001142",2001,"other_eu",6
"S01001142",2001,"elsewhere",29
"S01001143",2001,"all_people",771
"S01001143",2001,"england",70
"S01001143",2001,"scotland",645
"S01001143",2001,"wales",2
"S01001143",2001,"northern_ireland",6
"S01001143",2001,"rep_ireland",2
"S01001143",2001,"other_eu",9
"S01001143",2001,"elsewhere",37
"S01001144",2001,"all_people",674
"S01001144",2001,"england",27
"S01001144",2001,"scotland",633
"S01001144",2001,"wales",0
"S01001144",2001,"northern_ireland",0
"S01001144",2001,"rep_ireland",0
"S01001144",2001,"other_eu",7
"S01001144",2001,"elsewhere",7
"S01001145",2001,"all_people",740
"S01001145",2001,"england",27
"S01001145",2001,"scotland",684
"S01001145",2001,"wales",1
"S01001145",2001,"northern_ireland",4
"S01001145",2001,"rep_ireland",4
"S01001145",2001,"other_eu",4
"S01001145",2001,"elsewhere",16
"S01001146",2001,"all_people",916
"S01001146",2001,"england",31
"S01001146",2001,"scotland",845
"S01001146",2001,"wales",0
"S01001146",2001,"northern_ireland",7
"S01001146",2001,"rep_ireland",2
"S01001146",2001,"other_eu",6
"S01001146",2001,"elsewhere",25
"S01001147",2001,"all_people",880
"S01001147",2001,"england",48
"S01001147",2001,"scotland",748
"S01001147",2001,"wales",1
"S01001147",2001,"northern_ireland",13
"S01001147",2001,"rep_ireland",15
"S01001147",2001,"other_eu",6
"S01001147",2001,"elsewhere",49
"S01001148",2001,"all_people",740
"S01001148",2001,"england",50
"S01001148",2001,"scotland",646
"S01001148",2001,"wales",0
"S01001148",2001,"northern_ireland",7
"S01001148",2001,"rep_ireland",1
"S01001148",2001,"other_eu",10
"S01001148",2001,"elsewhere",26
"S01001149",2001,"all_people",903
"S01001149",2001,"england",35
"S01001149",2001,"scotland",838
"S01001149",2001,"wales",0
"S01001149",2001,"northern_ireland",2
"S01001149",2001,"rep_ireland",1
"S01001149",2001,"other_eu",4
"S01001149",2001,"elsewhere",23
"S01001150",2001,"all_people",726
"S01001150",2001,"england",22
"S01001150",2001,"scotland",682
"S01001150",2001,"wales",1
"S01001150",2001,"northern_ireland",0
"S01001150",2001,"rep_ireland",1
"S01001150",2001,"other_eu",11
"S01001150",2001,"elsewhere",9
"S01001151",2001,"all_people",559
"S01001151",2001,"england",25
"S01001151",2001,"scotland",510
"S01001151",2001,"wales",1
"S01001151",2001,"northern_ireland",3
"S01001151",2001,"rep_ireland",2
"S01001151",2001,"other_eu",2
"S01001151",2001,"elsewhere",16
"S01001152",2001,"all_people",1326
"S01001152",2001,"england",43
"S01001152",2001,"scotland",1192
"S01001152",2001,"wales",2
"S01001152",2001,"northern_ireland",8
"S01001152",2001,"rep_ireland",5
"S01001152",2001,"other_eu",16
"S01001152",2001,"elsewhere",60
"S01001153",2001,"all_people",742
"S01001153",2001,"england",29
"S01001153",2001,"scotland",689
"S01001153",2001,"wales",0
"S01001153",2001,"northern_ireland",5
"S01001153",2001,"rep_ireland",2
"S01001153",2001,"other_eu",1
"S01001153",2001,"elsewhere",16
"S01001154",2001,"all_people",761
"S01001154",2001,"england",80
"S01001154",2001,"scotland",645
"S01001154",2001,"wales",2
"S01001154",2001,"northern_ireland",10
"S01001154",2001,"rep_ireland",3
"S01001154",2001,"other_eu",4
"S01001154",2001,"elsewhere",17
"S01001155",2001,"all_people",653
"S01001155",2001,"england",68
"S01001155",2001,"scotland",557
"S01001155",2001,"wales",3
"S01001155",2001,"northern_ireland",5
"S01001155",2001,"rep_ireland",1
"S01001155",2001,"other_eu",5
"S01001155",2001,"elsewhere",14
"S01001156",2001,"all_people",772
"S01001156",2001,"england",42
"S01001156",2001,"scotland",671
"S01001156",2001,"wales",2
"S01001156",2001,"northern_ireland",7
"S01001156",2001,"rep_ireland",1
"S01001156",2001,"other_eu",10
"S01001156",2001,"elsewhere",39
"S01001157",2001,"all_people",862
"S01001157",2001,"england",71
"S01001157",2001,"scotland",756
"S01001157",2001,"wales",1
"S01001157",2001,"northern_ireland",5
"S01001157",2001,"rep_ireland",3
"S01001157",2001,"other_eu",5
"S01001157",2001,"elsewhere",21
"S01001158",2001,"all_people",573
"S01001158",2001,"england",20
"S01001158",2001,"scotland",537
"S01001158",2001,"wales",1
"S01001158",2001,"northern_ireland",1
"S01001158",2001,"rep_ireland",1
"S01001158",2001,"other_eu",3
"S01001158",2001,"elsewhere",10
"S01001159",2001,"all_people",795
"S01001159",2001,"england",57
"S01001159",2001,"scotland",699
"S01001159",2001,"wales",2
"S01001159",2001,"northern_ireland",7
"S01001159",2001,"rep_ireland",1
"S01001159",2001,"other_eu",8
"S01001159",2001,"elsewhere",21
"S01001160",2001,"all_people",593
"S01001160",2001,"england",34
"S01001160",2001,"scotland",539
"S01001160",2001,"wales",0
"S01001160",2001,"northern_ireland",3
"S01001160",2001,"rep_ireland",0
"S01001160",2001,"other_eu",4
"S01001160",2001,"elsewhere",13
"S01001161",2001,"all_people",582
"S01001161",2001,"england",25
"S01001161",2001,"scotland",529
"S01001161",2001,"wales",2
"S01001161",2001,"northern_ireland",1
"S01001161",2001,"rep_ireland",0
"S01001161",2001,"other_eu",3
"S01001161",2001,"elsewhere",22
"S01001162",2001,"all_people",865
"S01001162",2001,"england",57
"S01001162",2001,"scotland",747
"S01001162",2001,"wales",1
"S01001162",2001,"northern_ireland",3
"S01001162",2001,"rep_ireland",2
"S01001162",2001,"other_eu",15
"S01001162",2001,"elsewhere",40
"S01001163",2001,"all_people",675
"S01001163",2001,"england",29
"S01001163",2001,"scotland",602
"S01001163",2001,"wales",1
"S01001163",2001,"northern_ireland",6
"S01001163",2001,"rep_ireland",4
"S01001163",2001,"other_eu",10
"S01001163",2001,"elsewhere",23
"S01001164",2001,"all_people",723
"S01001164",2001,"england",13
"S01001164",2001,"scotland",684
"S01001164",2001,"wales",1
"S01001164",2001,"northern_ireland",0
"S01001164",2001,"rep_ireland",3
"S01001164",2001,"other_eu",4
"S01001164",2001,"elsewhere",18
"S01001165",2001,"all_people",911
"S01001165",2001,"england",52
"S01001165",2001,"scotland",764
"S01001165",2001,"wales",0
"S01001165",2001,"northern_ireland",5
"S01001165",2001,"rep_ireland",7
"S01001165",2001,"other_eu",12
"S01001165",2001,"elsewhere",71
"S01001166",2001,"all_people",292
"S01001166",2001,"england",10
"S01001166",2001,"scotland",268
"S01001166",2001,"wales",2
