datazone,local_authority
S01002146,"Edinburgh, City of"
S01002165,"Edinburgh, City of"
S01002078,"Edinburgh, City of"
S01002063,"Edinburgh, City of"
S01002109,"Edinburgh, City of"
S01002040,"Edinburgh, City of"
S01002084,"Edinburgh, City of"
S01001850,"Edinburgh, City of"
S01002237,"Edinburgh, City of"
S01001805,"Edinburgh, City of"
S01001973,"Edinburgh, City of"
S01002088,"Edinburgh, City of"
S01001854,"Edinburgh, City of"
S01002228,"Edinburgh, City of"
S01001804,"Edinburgh, City of"
S01002150,"Edinburgh, City of"
S01002007,"Edinburgh, City of"
S01002112,"Edinburgh, City of"
S01002030,"Edinburgh, City of"
S01002235,"Edinburgh, City of"
S01001822,"Edinburgh, City of"
S01002125,"Edinburgh, City of"
S01001976,"Edinburgh, City of"
S01001913,"Edinburgh, City of"
S01002067,"Edinburgh, City of"
S01002128,"Edinburgh, City of"
S01002043,"Edinburgh, City of"
S01002085,"Edinburgh, City of"
S01002335,"Edinburgh, City of"
S01002035,"Edinburgh, City of"
S01002018,"Edinburgh, City of"
S01001829,"Edinburgh, City of"
S01001889,"Edinburgh, City of"
S01002230,"Edinburgh, City of"
S01002174,"Edinburgh, City of"
S01002261,"Edinburgh, City of"
S01002047,"Edinburgh, City of"
S01001800,"Edinburgh, City of"
S01002175,"Edinburgh, City of"
S01002286,"Edinburgh, City of"
S01002271,"Edinburgh, City of"
S01002075,"Edinburgh, City of"
S01002142,"Edinburgh, City of"
S01001964,"Edinburgh, City of"
S01002004,"Edinburgh, City of"
S01002049,"Edinburgh, City of"
S01002041,"Edinburgh, City of"
S01002196,"Edinburgh, City of"
S01001930,"Edinburgh, City of"
S01001794,"Edinburgh, City of"
S01001793,"Edinburgh, City of"
S01001815,"Edinburgh, City of"
S01002329,"Edinburgh, City of"
S01001810,"Edinburgh, City of"
S01002060,"Edinburgh, City of"
S01002071,"Edinburgh, City of"
S01002107,"Edinburgh, City of"
S01002120,"Edinburgh, City of"
S01002262,"Edinburgh, City of"
S01002069,"Edinburgh, City of"
S01002195,"Edinburgh, City of"
S01002065,"Edinburgh, City of"
S01002328,"Edinburgh, City of"
S01002314,"Edinburgh, City of"
S01001881,"Edinburgh, City of"
S01002190,"Edinburgh, City of"
S01002173,"Edinburgh, City of"
S01002130,"Edinburgh, City of"
S01001803,"Edinburgh, City of"
S01002055,"Edinburgh, City of"
S01001940,"Edinburgh, City of"
S01001944,"Edinburgh, City of"
S01002272,"Edinburgh, City of"
S01002225,"Edinburgh, City of"
S01002172,"Edinburgh, City of"
S01002299,"Edinburgh, City of"
S01002207,"Edinburgh, City of"
S01001858,"Edinburgh, City of"
S01002250,"Edinburgh, City of"
S01001825,"Edinburgh, City of"
S01002283,"Edinburgh, City of"
S01002124,"Edinburgh, City of"
S01001851,"Edinburgh, City of"
S01002037,"Edinburgh, City of"
S01001792,"Edinburgh, City of"
S01002199,"Edinburgh, City of"
S01001869,"Edinburgh, City of"
S01001806,"Edinburgh, City of"
S01001922,"Edinburgh, City of"
S01002245,"Edinburgh, City of"
S01002082,"Edinburgh, City of"
S01001836,"Edinburgh, City of"
S01002337,"Edinburgh, City of"
S01001995,"Edinburgh, City of"
S01002054,"Edinburgh, City of"
S01002182,"Edinburgh, City of"
S01001791,"Edinburgh, City of"
S01001968,"Edinburgh, City of"
S01002156,"Edinburgh, City of"
S01002011,"Edinburgh, City of"
S01002203,"Edinburgh, City of"
S01002032,"Edinburgh, City of"
S01002178,"Edinburgh, City of"
S01001863,"Edinburgh, City of"
S01002269,"Edinburgh, City of"
S01001901,"Edinburgh, City of"
S01002229,"Edinburgh, City of"
S01002092,"Edinburgh, City of"
S01002298,"Edinburgh, City of"
S01002215,"Edinburgh, City of"
S01001961,"Edinburgh, City of"
S01001936,"Edinburgh, City of"
S01002027,"Edinburgh, City of"
S01001947,"Edinburgh, City of"
S01001908,"Edinburgh, City of"
S01002202,"Edinburgh, City of"
S01002139,"Edinburgh, City of"
S01002280,"Edinburgh, City of"
S01002186,"Edinburgh, City of"
S01001992,"Edinburgh, City of"
S01001807,"Edinburgh, City of"
S01002077,"Edinburgh, City of"
S01002099,"Edinburgh, City of"
S01002220,"Edinburgh, City of"
S01001795,"Edinburgh, City of"
S01002315,"Edinburgh, City of"
S01002205,"Edinburgh, City of"
S01002268,"Edinburgh, City of"
S01002126,"Edinburgh, City of"
S01002057,"Edinburgh, City of"
S01001989,"Edinburgh, City of"
S01001801,"Edinburgh, City of"
S01001790,"Edinburgh, City of"
S01001980,"Edinburgh, City of"
S01002048,"Edinburgh, City of"
S01002103,"Edinburgh, City of"
S01002180,"Edinburgh, City of"
S01001942,"Edinburgh, City of"
S01002034,"Edinburgh, City of"
S01002080,"Edinburgh, City of"
S01002224,"Edinburgh, City of"
S01002294,"Edinburgh, City of"
S01002226,"Edinburgh, City of"
S01002260,"Edinburgh, City of"
S01002134,"Edinburgh, City of"
S01002072,"Edinburgh, City of"
S01002012,"Edinburgh, City of"
S01002320,"Edinburgh, City of"
S01001842,"Edinburgh, City of"
S01002295,"Edinburgh, City of"
S01001814,"Edinburgh, City of"
S01002313,"Edinburgh, City of"
S01001828,"Edinburgh, City of"
S01002223,"Edinburgh, City of"
S01002016,"Edinburgh, City of"
S01002188,"Edinburgh, City of"
S01001819,"Edinburgh, City of"
S01001938,"Edinburgh, City of"
S01002308,"Edinburgh, City of"
S01001866,"Edinburgh, City of"
S01001862,"Edinburgh, City of"
S01002136,"Edinburgh, City of"
S01002026,"Edinburgh, City of"
S01001840,"Edinburgh, City of"
S01001883,"Edinburgh, City of"
S01002287,"Edinburgh, City of"
S01001852,"Edinburgh, City of"
S01002242,"Edinburgh, City of"
S01002153,"Edinburgh, City of"
S01001855,"Edinburgh, City of"
S01001994,"Edinburgh, City of"
S01002218,"Edinburgh, City of"
S01002336,"Edinburgh, City of"
S01002133,"Edinburgh, City of"
S01002179,"Edinburgh, City of"
S01001915,"Edinburgh, City of"
S01001981,"Edinburgh, City of"
S01002111,"Edinburgh, City of"
S01001816,"Edinburgh, City of"
S01002332,"Edinburgh, City of"
S01001849,"Edinburgh, City of"
S01002123,"Edinburgh, City of"
S01002024,"Edinburgh, City of"
S01002074,"Edinburgh, City of"
S01002333,"Edinburgh, City of"
S01002020,"Edinburgh, City of"
S01001960,"Edinburgh, City of"
S01002169,"Edinburgh, City of"
S01002214,"Edinburgh, City of"
S01001844,"Edinburgh, City of"
S01002251,"Edinburgh, City of"
S01001796,"Edinburgh, City of"
S01001924,"Edinburgh, City of"
S01002013,"Edinburgh, City of"
S01001983,"Edinburgh, City of"
S01002263,"Edinburgh, City of"
S01002256,"Edinburgh, City of"
S01002028,"Edinburgh, City of"
S01001811,"Edinburgh, City of"
S01001835,"Edinburgh, City of"
S01001845,"Edinburgh, City of"
S01001952,"Edinburgh, City of"
S01001916,"Edinburgh, City of"
S01002113,"Edinburgh, City of"
S01001939,"Edinburgh, City of"
S01002015,"Edinburgh, City of"
S01002311,"Edinburgh, City of"
S01001830,"Edinburgh, City of"
S01002201,"Edinburgh, City of"
S01002095,"Edinburgh, City of"
S01002152,"Edinburgh, City of"
S01001798,"Edinburgh, City of"
S01002122,"Edinburgh, City of"
S01002053,"Edinburgh, City of"
S01001975,"Edinburgh, City of"
S01001837,"Edinburgh, City of"
S01001813,"Edinburgh, City of"
S01001970,"Edinburgh, City of"
S01002014,"Edinburgh, City of"
S01002219,"Edinburgh, City of"
S01002276,"Edinburgh, City of"
S01001927,"Edinburgh, City of"
S01001914,"Edinburgh, City of"
S01001896,"Edinburgh, City of"
S01001986,"Edinburgh, City of"
S01002105,"Edinburgh, City of"
S01001833,"Edinburgh, City of"
S01002184,"Edinburgh, City of"
S01002114,"Edinburgh, City of"
S01002038,"Edinburgh, City of"
S01002097,"Edinburgh, City of"
S01002210,"Edinburgh, City of"
S01001972,"Edinburgh, City of"
S01002334,"Edinburgh, City of"
S01002010,"Edinburgh, City of"
S01002208,"Edinburgh, City of"
S01001933,"Edinburgh, City of"
S01002248,"Edinburgh, City of"
S01002023,"Edinburgh, City of"
S01001875,"Edinburgh, City of"
S01001885,"Edinburgh, City of"
S01002222,"Edinburgh, City of"
S01002115,"Edinburgh, City of"
S01001925,"Edinburgh, City of"
S01001846,"Edinburgh, City of"
S01002187,"Edinburgh, City of"
S01002029,"Edinburgh, City of"
S01001818,"Edinburgh, City of"
S01002177,"Edinburgh, City of"
S01002231,"Edinburgh, City of"
S01001941,"Edinburgh, City of"
S01002096,"Edinburgh, City of"
S01001812,"Edinburgh, City of"
S01001979,"Edinburgh, City of"
S01002316,"Edinburgh, City of"
S01001911,"Edinburgh, City of"
S01002110,"Edinburgh, City of"
S01002008,"Edinburgh, City of"
S01001888,"Edinburgh, City of"
S01002144,"Edinburgh, City of"
S01002145,"Edinburgh, City of"
S01002089,"Edinburgh, City of"
S01001905,"Edinburgh, City of"
S01001996,"Edinburgh, City of"
S01001953,"Edinburgh, City of"
S01002135,"Edinburgh, City of"
S01002158,"Edinburgh, City of"
S01002009,"Edinburgh, City of"
S01001945,"Edinburgh, City of"
S01001873,"Edinburgh, City of"
S01001999,"Edinburgh, City of"
S01002166,"Edinburgh, City of"
S01002019,"Edinburgh, City of"
S01002148,"Edinburgh, City of"
S01001878,"Edinburgh, City of"
S01001987,"Edinburgh, City of"
S01002002,"Edinburgh, City of"
S01001974,"Edinburgh, City of"
S01001993,"Edinburgh, City of"
S01001990,"Edinburgh, City of"
S01001853,"Edinburgh, City of"
S01002300,"Edinburgh, City of"
S01001860,"Edinburgh, City of"
S01001917,"Edinburgh, City of"
S01002157,"Edinburgh, City of"
S01002200,"Edinburgh, City of"
S01002193,"Edinburgh, City of"
S01001902,"Edinburgh, City of"
S01001929,"Edinburgh, City of"
S01002364,Eilean Siar
S01002350,Eilean Siar
S01002370,Eilean Siar
S01002351,Eilean Siar
S01002352,Eilean Siar
S01002342,Eilean Siar
S01002356,Eilean Siar
S01002372,Eilean Siar
S01002343,Eilean Siar
S01002358,Eilean Siar
S01002355,Eilean Siar
S01002369,Eilean Siar
S01002359,Eilean Siar
S01002349,Eilean Siar
S01002365,Eilean Siar
S01002339,Eilean Siar
S01002340,Eilean Siar
S01002348,Eilean Siar
S01002361,Eilean Siar
S01002347,Eilean Siar
S01002360,Eilean Siar
S01002345,Eilean Siar
S01002373,Eilean Siar
S01002374,Eilean Siar
S01002344,Eilean Siar
S01002362,Eilean Siar
S01002366,Eilean Siar
S01002346,Eilean Siar
S01002367,Eilean Siar
S01002341,Eilean Siar
S01002353,Eilean Siar
S01002371,Eilean Siar
S01002363,Eilean Siar
S01002368,Eilean Siar
S01002354,Eilean Siar
S01002357,Eilean Siar
S01002543,Falkirk
S01002519,Falkirk
S01002483,Falkirk
S01002520,Falkirk
S01002488,Falkirk
S01002444,Falkirk
S01002472,Falkirk
S01002536,Falkirk
S01002460,Falkirk
S01002482,Falkirk
S01002533,Falkirk
S01002414,Falkirk
S01002502,Falkirk
S01002382,Falkirk
S01002525,Falkirk
S01002529,Falkirk
S01002377,Falkirk
S01002402,Falkirk
S01002403,Falkirk
S01002429,Falkirk
S01002448,Falkirk
S01002458,Falkirk
S01002450,Falkirk
S01002463,Falkirk
S01002515,Falkirk
S01002540,Falkirk
S01002459,Falkirk
S01002456,Falkirk
S01002486,Falkirk
S01002499,Falkirk
S01002468,Falkirk
S01002479,Falkirk
S01002537,Falkirk
S01002473,Falkirk
S01002489,Falkirk
S01002385,Falkirk
S01002375,Falkirk
S01002500,Falkirk
S01002505,Falkirk
S01002497,Falkirk
S01002512,Falkirk
S01002539,Falkirk
S01002556,Falkirk
S01002495,Falkirk
S01002457,Falkirk
S01002406,Falkirk
S01002452,Falkirk
S01002436,Falkirk
S01002484,Falkirk
S01002438,Falkirk
S01002443,Falkirk
S01002415,Falkirk
S01002474,Falkirk
S01002435,Falkirk
S01002491,Falkirk
S01002464,Falkirk
S01002445,Falkirk
S01002487,Falkirk
S01002447,Falkirk
S01002561,Falkirk
S01002462,Falkirk
S01002431,Falkirk
S01002530,Falkirk
S01002420,Falkirk
S01002514,Falkirk
S01002381,Falkirk
S01002571,Falkirk
S01002475,Falkirk
S01002408,Falkirk
S01002426,Falkirk
S01002534,Falkirk
S01002481,Falkirk
S01002376,Falkirk
S01002545,Falkirk
S01002434,Falkirk
S01002407,Falkirk
S01002399,Falkirk
S01002418,Falkirk
S01002558,Falkirk
S01002470,Falkirk
S01002379,Falkirk
S01002384,Falkirk
S01002521,Falkirk
S01002439,Falkirk
S01002552,Falkirk
S01002469,Falkirk
S01002425,Falkirk
S01002467,Falkirk
S01002480,Falkirk
S01002428,Falkirk
S01002532,Falkirk
S01002490,Falkirk
S01002440,Falkirk
S01002471,Falkirk
S01002517,Falkirk
S01002380,Falkirk
S01002507,Falkirk
S01002531,Falkirk
S01002477,Falkirk
S01002544,Falkirk
S01002557,Falkirk
S01002442,Falkirk
S01002478,Falkirk
S01002451,Falkirk
S01002466,Falkirk
S01002394,Falkirk
S01002433,Falkirk
S01002506,Falkirk
S01002548,Falkirk
S01002569,Falkirk
S01002509,Falkirk
S01002503,Falkirk
S01002560,Falkirk
S01002396,Falkirk
S01002535,Falkirk
S01002568,Falkirk
S01002493,Falkirk
S01002413,Falkirk
S01002504,Falkirk
S01002553,Falkirk
S01002563,Falkirk
S01002424,Falkirk
S01002562,Falkirk
S01002551,Falkirk
S01002546,Falkirk
S01002437,Falkirk
S01002570,Falkirk
S01002496,Falkirk
S01002411,Falkirk
S01002455,Falkirk
S01002423,Falkirk
S01002427,Falkirk
S01002378,Falkirk
S01002454,Falkirk
S01002555,Falkirk
S01002528,Falkirk
S01002386,Falkirk
S01002524,Falkirk
S01002390,Falkirk
S01002547,Falkirk
S01002446,Falkirk
S01002417,Falkirk
S01002516,Falkirk
S01002432,Falkirk
S01002542,Falkirk
S01002412,Falkirk
S01002453,Falkirk
S01002395,Falkirk
S01002541,Falkirk
S01002510,Falkirk
S01002387,Falkirk
S01002409,Falkirk
S01002430,Falkirk
S01002449,Falkirk
S01002494,Falkirk
S01002501,Falkirk
S01002522,Falkirk
S01002485,Falkirk
S01002392,Falkirk
S01002404,Falkirk
S01002476,Falkirk
S01002518,Falkirk
S01002565,Falkirk
S01002492,Falkirk
S01002511,Falkirk
S01002416,Falkirk
S01002391,Falkirk
S01002410,Falkirk
S01002389,Falkirk
S01002564,Falkirk
S01002538,Falkirk
S01002397,Falkirk
S01002383,Falkirk
S01002559,Falkirk
S01002405,Falkirk
S01002400,Falkirk
S01002421,Falkirk
S01002398,Falkirk
S01002513,Falkirk
S01002567,Falkirk
S01002388,Falkirk
S01002526,Falkirk
S01002393,Falkirk
S01002498,Falkirk
S01002465,Falkirk
S01002527,Falkirk
S01002401,Falkirk
S01002549,Falkirk
S01002550,Falkirk
S01002422,Falkirk
S01002441,Falkirk
S01002523,Falkirk
S01002566,Falkirk
S01002419,Falkirk
S01002508,Falkirk
S01002554,Falkirk
S01002461,Falkirk
S01002779,Fife
S01002765,Fife
S01002856,Fife
S01002819,Fife
S01002655,Fife
S01002842,Fife
S01002843,Fife
S01002855,Fife
S01002685,Fife
S01002647,Fife
S01002864,Fife
S01002755,Fife
S01002823,Fife
S01002853,Fife
S01002713,Fife
S01002672,Fife
S01002775,Fife
S01002656,Fife
S01002778,Fife
S01002791,Fife
S01002762,Fife
S01002780,Fife
S01002916,Fife
S01002750,Fife
S01002837,Fife
S01002895,Fife
S01002914,Fife
S01002745,Fife
S01002876,Fife
S01002919,Fife
S01002822,Fife
S01002709,Fife
S01002793,Fife
S01002618,Fife
S01002839,Fife
S01002700,Fife
S01002889,Fife
S01002868,Fife
S01002815,Fife
S01002859,Fife
S01002577,Fife
S01002677,Fife
S01002866,Fife
S01002890,Fife
S01002976,Fife
S01002820,Fife
S01002580,Fife
S01002682,Fife
S01002743,Fife
S01002825,Fife
S01002785,Fife
S01002764,Fife
S01002821,Fife
S01002718,Fife
S01002667,Fife
S01002749,Fife
S01002766,Fife
S01002877,Fife
S01002882,Fife
S01002721,Fife
S01002626,Fife
S01002808,Fife
S01002798,Fife
S01002790,Fife
S01002903,Fife
S01002771,Fife
S01002897,Fife
S01002801,Fife
S01002694,Fife
S01002714,Fife
S01002617,Fife
S01002900,Fife
S01002603,Fife
S01002817,Fife
S01002911,Fife
S01002759,Fife
S01002799,Fife
S01002813,Fife
S01002756,Fife
S01002751,Fife
S01002761,Fife
S01002758,Fife
S01002827,Fife
S01002706,Fife
S01002852,Fife
S01002679,Fife
S01002830,Fife
S01002845,Fife
S01002875,Fife
S01002649,Fife
S01002829,Fife
S01002809,Fife
S01002707,Fife
S01002934,Fife
S01002651,Fife
S01002838,Fife
S01002782,Fife
S01002645,Fife
S01002702,Fife
S01002816,Fife
S01002929,Fife
S01002850,Fife
S01002805,Fife
S01002715,Fife
S01002863,Fife
S01002926,Fife
S01002874,Fife
S01002834,Fife
S01002638,Fife
S01002699,Fife
S01002774,Fife
S01002854,Fife
S01002814,Fife
S01002747,Fife
S01002927,Fife
S01002673,Fife
S01002922,Fife
S01002660,Fife
S01002711,Fife
S01002835,Fife
S01002643,Fife
S01002760,Fife
S01002807,Fife
S01002705,Fife
S01002620,Fife
S01002826,Fife
S01002915,Fife
S01002794,Fife
S01002728,Fife
S01002783,Fife
S01002910,Fife
S01002886,Fife
S01002862,Fife
S01002836,Fife
S01002592,Fife
S01002748,Fife
S01002931,Fife
S01002881,Fife
S01002723,Fife
S01002810,Fife
S01002734,Fife
S01002763,Fife
S01002742,Fife
S01002887,Fife
S01002777,Fife
S01002861,Fife
S01002873,Fife
S01002593,Fife
S01002731,Fife
S01003019,Fife
S01002671,Fife
S01002872,Fife
S01002722,Fife
S01002752,Fife
S01002848,Fife
S01002804,Fife
S01002642,Fife
S01002637,Fife
S01002653,Fife
S01002784,Fife
S01002901,Fife
S01002906,Fife
S01002719,Fife
S01002883,Fife
S01002609,Fife
S01002606,Fife
S01002770,Fife
S01002989,Fife
S01002654,Fife
S01002935,Fife
S01002893,Fife
S01002665,Fife
S01002684,Fife
S01002831,Fife
S01002724,Fife
S01002582,Fife
S01002591,Fife
S01002828,Fife
S01002818,Fife
S01002884,Fife
S01002878,Fife
S01002938,Fife
S01002963,Fife
S01002730,Fife
S01002574,Fife
S01002865,Fife
S01002892,Fife
S01002849,Fife
S01002840,Fife
S01002583,Fife
S01002975,Fife
S01002891,Fife
S01002708,Fife
S01002773,Fife
S01002869,Fife
S01002871,Fife
S01002803,Fife
S01002575,Fife
S01002712,Fife
S01002832,Fife
S01002811,Fife
S01003002,Fife
S01002703,Fife
S01002787,Fife
S01002966,Fife
S01002972,Fife
S01002962,Fife
S01002601,Fife
S01002781,Fife
S01002776,Fife
S01002925,Fife
S01002725,Fife
S01002909,Fife
S01002769,Fife
S01002674,Fife
S01002879,Fife
S01002607,Fife
S01002746,Fife
S01002597,Fife
S01002595,Fife
S01002902,Fife
S01002757,Fife
S01002870,Fife
S01002630,Fife
S01003020,Fife
S01002661,Fife
S01002610,Fife
S01002983,Fife
S01002584,Fife
S01002772,Fife
S01002824,Fife
S01002923,Fife
S01002905,Fife
S01002669,Fife
S01002704,Fife
S01002949,Fife
S01002860,Fife
S01002768,Fife
S01002980,Fife
S01002986,Fife
S01002599,Fife
S01002736,Fife
S01002907,Fife
S01002792,Fife
S01002696,Fife
S01002680,Fife
S01002586,Fife
S01002658,Fife
S01002698,Fife
S01002732,Fife
S01002998,Fife
S01002767,Fife
S01003009,Fife
S01002632,Fife
S01002615,Fife
S01002644,Fife
S01002605,Fife
S01002738,Fife
S01003024,Fife
S01002666,Fife
S01002847,Fife
S01003003,Fife
S01002812,Fife
S01002662,Fife
S01002796,Fife
S01002898,Fife
S01002633,Fife
S01002735,Fife
S01002956,Fife
S01002741,Fife
S01002941,Fife
S01002955,Fife
S01002683,Fife
S01002668,Fife
S01002950,Fife
S01002946,Fife
S01002942,Fife
S01002676,Fife
S01002788,Fife
S01002695,Fife
S01002924,Fife
S01002944,Fife
S01002954,Fife
S01002920,Fife
S01002930,Fife
S01002636,Fife
S01002977,Fife
S01002952,Fife
S01002598,Fife
S01002940,Fife
S01002737,Fife
S01002681,Fife
S01003001,Fife
S01002961,Fife
S01003007,Fife
S01002948,Fife
S01002806,Fife
S01002754,Fife
S01002692,Fife
S01002896,Fife
S01002687,Fife
S01002987,Fife
S01002611,Fife
S01002844,Fife
S01002646,Fife
S01002602,Fife
S01003004,Fife
S01002921,Fife
S01002573,Fife
S01002867,Fife
S01002979,Fife
S01002833,Fife
S01002710,Fife
S01002846,Fife
S01002933,Fife
S01002959,Fife
S01002988,Fife
S01002739,Fife
S01002967,Fife
S01002964,Fife
S01002960,Fife
S01002974,Fife
S01002697,Fife
S01002947,Fife
S01002965,Fife
S01002851,Fife
S01002953,Fife
S01002939,Fife
S01002648,Fife
S01002904,Fife
S01002880,Fife
S01002585,Fife
S01002857,Fife
S01002968,Fife
S01002657,Fife
S01002894,Fife
S01003005,Fife
S01002957,Fife
S01003022,Fife
S01002885,Fife
S01002686,Fife
S01003015,Fife
S01002619,Fife
S01002978,Fife
S01002945,Fife
S01002888,Fife
S01002693,Fife
S01002727,Fife
S01002652,Fife
S01002733,Fife
S01002726,Fife
S01002640,Fife
S01003010,Fife
S01003018,Fife
S01002691,Fife
S01002629,Fife
S01002937,Fife
S01002659,Fife
S01002634,Fife
S01002641,Fife
S01003023,Fife
S01003012,Fife
S01002802,Fife
S01002958,Fife
S01002716,Fife
S01002932,Fife
S01003021,Fife
S01002970,Fife
S01002688,Fife
S01002701,Fife
S01002943,Fife
S01002912,Fife
S01003000,Fife
S01002918,Fife
S01002631,Fife
S01002984,Fife
S01002858,Fife
S01002913,Fife
S01002625,Fife
S01002612,Fife
S01002717,Fife
S01002786,Fife
S01003013,Fife
S01003017,Fife
S01002587,Fife
S01002572,Fife
S01002639,Fife
S01002973,Fife
S01002841,Fife
S01002579,Fife
S01002729,Fife
S01002753,Fife
S01002616,Fife
S01002622,Fife
S01002800,Fife
S01003006,Fife
S01002993,Fife
S01002623,Fife
S01003011,Fife
S01002614,Fife
S01002635,Fife
S01002627,Fife
S01003014,Fife
S01002951,Fife
S01002740,Fife
S01002936,Fife
S01002621,Fife
S01002789,Fife
S01002971,Fife
S01002908,Fife
S01002663,Fife
S01002744,Fife
S01002608,Fife
S01002650,Fife
S01002917,Fife
S01002795,Fife
S01002576,Fife
S01002990,Fife
S01002589,Fife
S01003008,Fife
S01002690,Fife
S01002678,Fife
S01002604,Fife
S01002969,Fife
S01002628,Fife
S01002675,Fife
S01002720,Fife
S01002624,Fife
S01002992,Fife
S01002613,Fife
S01002664,Fife
S01002797,Fife
S01002689,Fife
S01002928,Fife
S01002596,Fife
S01003016,Fife
S01002899,Fife
S01002981,Fife
S01002991,Fife
S01002995,Fife
S01002982,Fife
S01002997,Fife
S01002670,Fife
S01002594,Fife
S01002999,Fife
S01002588,Fife
S01002994,Fife
S01002600,Fife
S01002581,Fife
S01002996,Fife
S01002578,Fife
S01002590,Fife
S01002985,Fife
S01003582,Glasgow City
S01003564,Glasgow City
S01003253,Glasgow City
S01003709,Glasgow City
S01003279,Glasgow City
S01003379,Glasgow City
S01003402,Glasgow City
S01003401,Glasgow City
S01003708,Glasgow City
S01003076,Glasgow City
S01003666,Glasgow City
S01003687,Glasgow City
S01003665,Glasgow City
S01003455,Glasgow City
S01003043,Glasgow City
S01003296,Glasgow City
S01003337,Glasgow City
S01003579,Glasgow City
S01003397,Glasgow City
S01003595,Glasgow City
S01003444,Glasgow City
S01003347,Glasgow City
S01003273,Glasgow City
S01003367,Glasgow City
S01003390,Glasgow City
S01003217,Glasgow City
S01003208,Glasgow City
S01003314,Glasgow City
S01003672,Glasgow City
S01003376,Glasgow City
S01003653,Glasgow City
S01003673,Glasgow City
S01003428,Glasgow City
S01003419,Glasgow City
S01003036,Glasgow City
S01003309,Glasgow City
S01003617,Glasgow City
S01003042,Glasgow City
S01003044,Glasgow City
S01003553,Glasgow City
S01003706,Glasgow City
S01003456,Glasgow City
S01003246,Glasgow City
S01003596,Glasgow City
S01003049,Glasgow City
S01003600,Glasgow City
S01003313,Glasgow City
S01003404,Glasgow City
S01003711,Glasgow City
S01003489,Glasgow City
S01003232,Glasgow City
S01003251,Glasgow City
S01003205,Glasgow City
S01003140,Glasgow City
S01003274,Glasgow City
S01003435,Glasgow City
S01003471,Glasgow City
S01003088,Glasgow City
S01003515,Glasgow City
S01003567,Glasgow City
S01003717,Glasgow City
S01003646,Glasgow City
S01003184,Glasgow City
S01003293,Glasgow City
S01003482,Glasgow City
S01003434,Glasgow City
S01003254,Glasgow City
S01003343,Glasgow City
S01003028,Glasgow City
S01003486,Glasgow City
S01003441,Glasgow City
S01003336,Glasgow City
S01003047,Glasgow City
S01003418,Glasgow City
S01003562,Glasgow City
S01003557,Glasgow City
S01003356,Glasgow City
S01003462,Glasgow City
S01003627,Glasgow City
S01003342,Glasgow City
S01003194,Glasgow City
S01003707,Glasgow City
S01003225,Glasgow City
S01003702,Glasgow City
S01003414,Glasgow City
S01003416,Glasgow City
S01003424,Glasgow City
S01003572,Glasgow City
S01003689,Glasgow City
S01003391,Glasgow City
S01003690,Glasgow City
S01003064,Glasgow City
S01003389,Glasgow City
S01003297,Glasgow City
S01003388,Glasgow City
S01003601,Glasgow City
S01003549,Glasgow City
S01003705,Glasgow City
S01003302,Glasgow City
S01003716,Glasgow City
S01003111,Glasgow City
S01003680,Glasgow City
S01003663,Glasgow City
S01003256,Glasgow City
S01003301,Glasgow City
S01003374,Glasgow City
S01003565,Glasgow City
S01003619,Glasgow City
S01003603,Glasgow City
S01003245,Glasgow City
S01003439,Glasgow City
S01003421,Glasgow City
S01003202,Glasgow City
S01003480,Glasgow City
S01003055,Glasgow City
S01003226,Glasgow City
S01003583,Glasgow City
S01003082,Glasgow City
S01003331,Glasgow City
S01003546,Glasgow City
S01003500,Glasgow City
S01003270,Glasgow City
S01003223,Glasgow City
S01003364,Glasgow City
S01003629,Glasgow City
S01003650,Glasgow City
S01003611,Glasgow City
S01003540,Glasgow City
S01003605,Glasgow City
S01003056,Glasgow City
S01003670,Glasgow City
S01003052,Glasgow City
S01003299,Glasgow City
S01003644,Glasgow City
S01003704,Glasgow City
S01003353,Glasgow City
S01003354,Glasgow City
S01003048,Glasgow City
S01003352,Glasgow City
S01003107,Glasgow City
S01003160,Glasgow City
S01003182,Glasgow City
S01003035,Glasgow City
S01003291,Glasgow City
S01003263,Glasgow City
S01003718,Glasgow City
S01003121,Glasgow City
S01003701,Glasgow City
S01003493,Glasgow City
S01003636,Glasgow City
S01003443,Glasgow City
S01003045,Glasgow City
S01003099,Glasgow City
S01003398,Glasgow City
S01003634,Glasgow City
S01003033,Glasgow City
S01003158,Glasgow City
S01003512,Glasgow City
S01003640,Glasgow City
S01003543,Glasgow City
S01003333,Glasgow City
S01003457,Glasgow City
S01003190,Glasgow City
S01003221,Glasgow City
S01003084,Glasgow City
S01003269,Glasgow City
S01003372,Glasgow City
S01003272,Glasgow City
S01003431,Glasgow City
S01003029,Glasgow City
S01003387,Glasgow City
S01003369,Glasgow City
S01003519,Glasgow City
S01003083,Glasgow City
S01003411,Glasgow City
S01003712,Glasgow City
S01003531,Glasgow City
S01003386,Glasgow City
S01003563,Glasgow City
S01003287,Glasgow City
S01003396,Glasgow City
S01003185,Glasgow City
S01003508,Glasgow City
S01003181,Glasgow City
S01003244,Glasgow City
S01003459,Glasgow City
S01003657,Glasgow City
S01003483,Glasgow City
S01003262,Glasgow City
S01003167,Glasgow City
S01003150,Glasgow City
S01003710,Glasgow City
S01003357,Glasgow City
S01003488,Glasgow City
S01003610,Glasgow City
S01003206,Glasgow City
S01003307,Glasgow City
